GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,PAYANNFT,EMPPT,PAYANNPT,HRSPT,EMPFTE,EMP,PAYANN
0400000US01,01,Alabama,,2013,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1140,Corrections,4874,15867622,99,196056,10276,4932,4973,16063678
0400000US01,01,Alabama,,2013,1160,Highways,4210,15226494,59,45784,4720,4237,4269,15272278
0400000US01,01,Alabama,,2013,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1200,Water Transport and Terminals       ,594,2830271,1,1775,80,594,595,2832046
0400000US01,01,Alabama,,2013,1220,Public Welfare,3907,13547783,93,159750,7974,3952,4000,13707533
0400000US01,01,Alabama,,2013,1240,Health,5149,19010440,349,445302,35862,5352,5498,19455742
0400000US01,01,Alabama,,2013,1260,Hospitals,10913,46925069,1658,3426842,134097,11709,12571,50351911
0400000US01,01,Alabama,,2013,1280,Social Insurance Administration,923,3389544,104,134848,13336,998,1027,3524392
0400000US01,01,Alabama,,2013,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1340,Parks and Recreation,355,1027312,276,291978,34396,550,631,1319290
0400000US01,01,Alabama,,2013,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1380,Natural Resources,1860,7311999,125,148219,10684,1919,1985,7460218
0400000US01,01,Alabama,,2013,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1460,Transit,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1480,Education Total ,36017,174950111,26318,24214903,1422155,44263,62335,199165014
0400000US01,01,Alabama,,2013,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1482,Education - Higher Education Total ,33132,163849641,26169,24081876,1416256,41345,59301,187931517
0400000US01,01,Alabama,,2013,14821,Education - Higher Education Instructional,9945,74193023,9238,11701563,485938,12759,19183,85894586
0400000US01,01,Alabama,,2013,14822,Education - Higher Education Other ,23187,89656618,16931,12380313,930318,28586,40118,102036931
0400000US01,01,Alabama,,2013,1483,Education - Other,2885,11100470,149,133027,5899,2918,3034,11233497
0400000US01,01,Alabama,,2013,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2013,1560,State liquor stores,715,1829852,13,22176,1348,723,728,1852028
0400000US01,01,Alabama,,2013,1580,All other and unallocable,1960,8148189,603,720511,63202,2316,2563,8868700
0400000US02,02,Alaska,,2013,1000,Total - All Government Employment Functions,25015,139767872,5854,7838316,401943,27345,30869,147606188
0400000US02,02,Alaska,,2013,1020,Financial Administration,1105,6593154,39,55520,2180,1120,1144,6648674
0400000US02,02,Alaska,,2013,1040,Other Government Administration,781,4269972,44,77410,3312,800,825,4347382
0400000US02,02,Alaska,,2013,1060,Judicial and Legal,1471,9137934,55,149884,4284,1497,1526,9287818
0400000US02,02,Alaska,,2013,1100,Police Protection Total,658,4305374,33,38012,2228,671,691,4343386
0400000US02,02,Alaska,,2013,1101,Police Protection - Persons with Power of Arrest       ,311,2591166,0,0,0,311,311,2591166
0400000US02,02,Alaska,,2013,1102,Police Protection - Other ,347,1714208,33,38012,2228,360,380,1752220
0400000US02,02,Alaska,,2013,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1140,Corrections,2053,11429035,68,150368,6884,2095,2121,11579403
0400000US02,02,Alaska,,2013,1160,Highways,3153,18231100,52,84548,4882,3182,3205,18315648
0400000US02,02,Alaska,,2013,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1220,Public Welfare,1811,8724520,119,205122,17856,1918,1930,8929642
0400000US02,02,Alaska,,2013,1240,Health,729,4176046,16,43380,1300,737,745,4219426
0400000US02,02,Alaska,,2013,1260,Hospitals,226,1247590,26,59914,3574,248,252,1307504
0400000US02,02,Alaska,,2013,1280,Social Insurance Administration,384,1844920,7,14860,652,388,391,1859780
0400000US02,02,Alaska,,2013,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1340,Parks and Recreation,88,471790,2,4950,220,89,90,476740
0400000US02,02,Alaska,,2013,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1380,Natural Resources,2394,13433704,114,229391,9053,2447,2508,13663095
0400000US02,02,Alaska,,2013,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1460,Transit,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1480,Education Total ,7335,39104015,5226,6648363,341854,9303,12561,45752378
0400000US02,02,Alaska,,2013,1481,Education - Elementary and Secondary Total ,2627,11402776,1164,1461274,80919,3120,3791,12864050
0400000US02,02,Alaska,,2013,14811,Education - Elementary and Secondary Instructional             ,1996,9105263,571,657817,35008,2209,2567,9763080
0400000US02,02,Alaska,,2013,14812,Education - Elementary and Secondary Other ,631,2297513,593,803457,45911,911,1224,3100970
0400000US02,02,Alaska,,2013,1482,Education - Higher Education Total ,4447,26194063,4035,5152377,259219,5912,8482,31346440
0400000US02,02,Alaska,,2013,14821,Education - Higher Education Instructional,1488,11616271,1136,1397429,57343,1812,2624,13013700
0400000US02,02,Alaska,,2013,14822,Education - Higher Education Other ,2959,14577792,2899,3754948,201876,4100,5858,18332740
0400000US02,02,Alaska,,2013,1483,Education - Other,261,1507176,27,34712,1716,271,288,1541888
0400000US02,02,Alaska,,2013,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2013,1580,All other and unallocable,2827,16798718,53,76594,3664,2850,2880,16875312
0400000US04,04,Arizona,,2013,1000,Total - All Government Employment Functions,65397,297991137,29924,33747917,2029107,76865,95321,331739054
0400000US04,04,Arizona,,2013,1020,Financial Administration,2374,9098750,37,100686,3470,2393,2411,9199436
0400000US04,04,Arizona,,2013,1040,Other Government Administration,751,3091137,78,150290,4000,775,829,3241427
0400000US04,04,Arizona,,2013,1060,Judicial and Legal,2010,9300320,72,265310,7547,2054,2082,9565630
0400000US04,04,Arizona,,2013,1100,Police Protection Total,1884,9503589,40,83986,3009,1901,1924,9587575
0400000US04,04,Arizona,,2013,1101,Police Protection - Persons with Power of Arrest       ,1103,6107299,0,0,0,1103,1103,6107299
0400000US04,04,Arizona,,2013,1102,Police Protection - Other ,781,3396290,40,83986,3009,798,821,3480276
0400000US04,04,Arizona,,2013,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1140,Corrections,9751,34486353,18,45937,1257,9758,9769,34532290
0400000US04,04,Arizona,,2013,1160,Highways,2843,12463554,35,87070,3029,2860,2878,12550624
0400000US04,04,Arizona,,2013,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1220,Public Welfare,5769,20020535,104,190236,10639,5829,5873,20210771
0400000US04,04,Arizona,,2013,1240,Health,2375,9850598,44,117311,4431,2400,2419,9967909
0400000US04,04,Arizona,,2013,1260,Hospitals,6264,29351951,1126,3647787,123513,6962,7390,32999738
0400000US04,04,Arizona,,2013,1280,Social Insurance Administration,2016,6079955,61,104716,6030,2050,2077,6184671
0400000US04,04,Arizona,,2013,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1340,Parks and Recreation,329,858436,5,1218,33,329,334,859654
0400000US04,04,Arizona,,2013,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1380,Natural Resources,1425,5982210,213,370235,21089,1544,1638,6352445
0400000US04,04,Arizona,,2013,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1420,Electric Power,8,60190,0,0,0,8,8,60190
0400000US04,04,Arizona,,2013,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1460,Transit,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1480,Education Total ,24481,134731324,27962,28346207,1831465,34828,52443,163077531
0400000US04,04,Arizona,,2013,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1482,Education - Higher Education Total ,21409,123493362,27665,27847637,1801713,31588,49074,151340999
0400000US04,04,Arizona,,2013,14821,Education - Higher Education Instructional,6915,51205333,10032,12395707,668701,10693,16947,63601040
0400000US04,04,Arizona,,2013,14822,Education - Higher Education Other ,14494,72288029,17633,15451930,1133012,20895,32127,87739959
0400000US04,04,Arizona,,2013,1483,Education - Other,3072,11237962,297,498570,29752,3240,3369,11736532
0400000US04,04,Arizona,,2013,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2013,1580,All other and unallocable,3117,13112235,129,236928,9595,3174,3246,13349163
0400000US05,05,Arkansas,,2013,1000,Total - All Government Employment Functions,58563,226060263,15903,15507970,971411,64056,74466,241568233
0400000US05,05,Arkansas,,2013,1020,Financial Administration,2008,7210328,14,19284,948,2013,2022,7229612
0400000US05,05,Arkansas,,2013,1040,Other Government Administration,763,3283264,136,186737,10003,820,899,3470001
0400000US05,05,Arkansas,,2013,1060,Judicial and Legal,1319,4920862,151,454005,13687,1395,1470,5374867
0400000US05,05,Arkansas,,2013,1100,Police Protection Total,1217,4546935,13,19814,1220,1224,1230,4566749
0400000US05,05,Arkansas,,2013,1101,Police Protection - Persons with Power of Arrest       ,552,2418900,0,0,0,552,552,2418900
0400000US05,05,Arkansas,,2013,1102,Police Protection - Other ,665,2128035,13,19814,1220,672,678,2147849
0400000US05,05,Arkansas,,2013,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1140,Corrections,5521,16941218,14,21863,1873,5532,5535,16963081
0400000US05,05,Arkansas,,2013,1160,Highways,3359,12399615,27,54817,3569,3379,3386,12454432
0400000US05,05,Arkansas,,2013,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1220,Public Welfare,3930,12450988,52,54110,3990,3953,3982,12505098
0400000US05,05,Arkansas,,2013,1240,Health,4240,14131568,130,285886,11357,4305,4370,14417454
0400000US05,05,Arkansas,,2013,1260,Hospitals,6457,23708100,508,973263,60557,6799,6965,24681363
0400000US05,05,Arkansas,,2013,1280,Social Insurance Administration,1468,5190816,1,1738,93,1469,1469,5192554
0400000US05,05,Arkansas,,2013,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1340,Parks and Recreation,1056,2323872,6,3372,562,1059,1062,2327244
0400000US05,05,Arkansas,,2013,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1380,Natural Resources,1953,6288337,346,279231,22583,2080,2299,6567568
0400000US05,05,Arkansas,,2013,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1460,Transit,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1480,Education Total ,22748,103403251,14406,13042021,832035,27452,37154,116445272
0400000US05,05,Arkansas,,2013,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1482,Education - Higher Education Total ,21289,98162622,14385,13012529,830342,25983,35674,111175151
0400000US05,05,Arkansas,,2013,14821,Education - Higher Education Instructional,6700,46483489,5146,6677512,300952,8400,11846,53161001
0400000US05,05,Arkansas,,2013,14822,Education - Higher Education Other ,14589,51679133,9239,6335017,529390,17583,23828,58014150
0400000US05,05,Arkansas,,2013,1483,Education - Other,1459,5240629,21,29492,1693,1469,1480,5270121
0400000US05,05,Arkansas,,2013,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2013,1580,All other and unallocable,2524,9261109,99,111829,8934,2576,2623,9372938
0400000US06,06,California,,2013,1000,Total - All Government Employment Functions,326705,2081007855,159106,351470365,12502503,397348,485811,2432478220
0400000US06,06,California,,2013,1020,Financial Administration,24000,112569644,2555,4918518,298635,25687,26555,117488162
0400000US06,06,California,,2013,1040,Other Government Administration,3699,20718365,312,872962,29976,3880,4011,21591327
0400000US06,06,California,,2013,1060,Judicial and Legal,6148,40212148,570,1323365,35381,6348,6718,41535513
0400000US06,06,California,,2013,1100,Police Protection Total,10907,80212501,248,182663,6587,10944,11155,80395164
0400000US06,06,California,,2013,1101,Police Protection - Persons with Power of Arrest       ,7560,66818025,191,74335,1784,7570,7751,66892360
0400000US06,06,California,,2013,1102,Police Protection - Other ,3347,13394476,57,108328,4803,3374,3404,13502804
0400000US06,06,California,,2013,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1140,Corrections,50418,355659432,1562,6224608,192577,51506,51980,361884040
0400000US06,06,California,,2013,1160,Highways,19166,137738721,1024,3724189,140072,19957,20190,141462910
0400000US06,06,California,,2013,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1220,Public Welfare,3596,16447155,294,665725,22705,3724,3890,17112880
0400000US06,06,California,,2013,1240,Health,12650,74764090,1683,4471523,153843,13519,14333,79235613
0400000US06,06,California,,2013,1260,Hospitals,29573,215101518,18218,104232083,2186654,41927,47791,319333601
0400000US06,06,California,,2013,1280,Social Insurance Administration,13966,65921145,1388,3661947,155385,14844,15354,69583092
0400000US06,06,California,,2013,1300,Solid Waste Management,583,3175271,87,169492,9082,634,670,3344763
0400000US06,06,California,,2013,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1340,Parks and Recreation,2176,10706468,2013,3053300,207137,3346,4189,13759768
0400000US06,06,California,,2013,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1380,Natural Resources,12843,76948707,2773,4578370,336449,14743,15616,81527077
0400000US06,06,California,,2013,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1460,Transit,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1480,Education Total ,117211,759971590,124534,208567072,8583633,165707,241745,968538662
0400000US06,06,California,,2013,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1482,Education - Higher Education Total ,113260,740799551,124072,207676515,8542321,161522,237332,948476066
0400000US06,06,California,,2013,14821,Education - Higher Education Instructional,24643,219576311,30862,60477098,2036576,36149,55505,280053409
0400000US06,06,California,,2013,14822,Education - Higher Education Other ,88617,521223240,93210,147199417,6505745,125373,181827,668422657
0400000US06,06,California,,2013,1483,Education - Other,3951,19172039,462,890557,41312,4185,4413,20062596
0400000US06,06,California,,2013,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US06,06,California,,2013,1580,All other and unallocable,19769,110861100,1845,4824548,144387,20582,21614,115685648
0400000US08,08,Colorado,,2013,1000,Total - All Government Employment Functions,55867,292062842,46673,82928053,3600157,77637,102540,374990895
0400000US08,08,Colorado,,2013,1020,Financial Administration,1751,8728865,60,153798,5351,1781,1811,8882663
0400000US08,08,Colorado,,2013,1040,Other Government Administration,444,1862244,168,451254,25412,587,612,2313498
0400000US08,08,Colorado,,2013,1060,Judicial and Legal,4275,21304310,564,1570822,59850,4613,4839,22875132
0400000US08,08,Colorado,,2013,1100,Police Protection Total,1218,6695092,17,39004,1390,1226,1235,6734096
0400000US08,08,Colorado,,2013,1101,Police Protection - Persons with Power of Arrest       ,754,4558580,0,0,0,754,754,4558580
0400000US08,08,Colorado,,2013,1102,Police Protection - Other ,464,2136512,17,39004,1390,472,481,2175516
0400000US08,08,Colorado,,2013,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1140,Corrections,6993,28917081,57,211478,7460,7035,7050,29128559
0400000US08,08,Colorado,,2013,1160,Highways,2963,13745925,145,372348,21787,3086,3108,14118273
0400000US08,08,Colorado,,2013,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1220,Public Welfare,2008,8717997,334,834831,36952,2217,2342,9552828
0400000US08,08,Colorado,,2013,1240,Health,1190,6577540,158,503637,17433,1288,1348,7081177
0400000US08,08,Colorado,,2013,1260,Hospitals,4701,18903876,1019,4792247,141683,5583,5720,23696123
0400000US08,08,Colorado,,2013,1280,Social Insurance Administration,869,4073815,279,762996,44646,1121,1148,4836811
0400000US08,08,Colorado,,2013,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1340,Parks and Recreation,879,4249368,243,375458,21969,1003,1122,4624826
0400000US08,08,Colorado,,2013,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1380,Natural Resources,951,5013387,177,323376,17999,1053,1128,5336763
0400000US08,08,Colorado,,2013,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1460,Transit,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1480,Education Total ,25315,151067336,43389,72360006,3189170,44683,68704,223427342
0400000US08,08,Colorado,,2013,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1482,Education - Higher Education Total ,24278,145790360,42229,70759775,3098970,43136,66507,216550135
0400000US08,08,Colorado,,2013,14821,Education - Higher Education Instructional,9142,75047049,15461,39347138,1436136,18074,24603,114394187
0400000US08,08,Colorado,,2013,14822,Education - Higher Education Other ,15136,70743311,26768,31412637,1662834,25062,41904,102155948
0400000US08,08,Colorado,,2013,1483,Education - Other,1037,5276976,1160,1600231,90200,1547,2197,6877207
0400000US08,08,Colorado,,2013,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2013,1580,All other and unallocable,2310,12206006,63,176798,9055,2361,2373,12382804
0400000US09,09,Connecticut,,2013,1000,Total - All Government Employment Functions,53612,334772251,25069,40657531,1539753,62634,78681,375429782
0400000US09,09,Connecticut,,2013,1020,Financial Administration,2231,13100057,115,323521,12263,2301,2346,13423578
0400000US09,09,Connecticut,,2013,1040,Other Government Administration,1324,7888531,246,868216,27969,1482,1570,8756747
0400000US09,09,Connecticut,,2013,1060,Judicial and Legal,5956,35064375,320,821673,13271,6031,6276,35886048
0400000US09,09,Connecticut,,2013,1100,Police Protection Total,1925,13671235,240,157318,5713,1957,2165,13828553
0400000US09,09,Connecticut,,2013,1101,Police Protection - Persons with Power of Arrest       ,1274,9974503,2,2708,135,1275,1276,9977211
