GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,PAYANNFT,EMPPT,PAYANNPT,HRSPT,EMPFTE,EMP,PAYANN
0100000US,,United States,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0100000US,,United States,,2014,1460,Transit,31279,201203068,1449,2751418,135224,32044,32728,203954486
0100000US,,United States,,2014,1480,Education Total ,1412266,7909260314,1367218,1650358595,81613386,1881065,2779484,9559618909
0100000US,,United States,,2014,1481,Education - Elementary and Secondary Total ,42109,211831565,18328,20496376,1104238,48883,60437,232327941
0100000US,,United States,,2014,14811,Education - Elementary and Secondary Instructional             ,31635,173451208,12956,13602564,716346,35976,44591,187053772
0100000US,,United States,,2014,14812,Education - Elementary and Secondary Other ,10474,38380357,5372,6893812,387892,12907,15846,45274169
0100000US,,United States,,2014,1482,Education - Higher Education Total ,1291013,7329796865,1336039,1607641650,79497714,1747243,2627052,8937438515
0100000US,,United States,,2014,14821,Education - Higher Education Instructional,413624,3235764991,430409,784305683,27115537,569378,844033,4020070674
0100000US,,United States,,2014,14822,Education - Higher Education Other ,877389,4094031874,905630,823335967,52382177,1177865,1783019,4917367841
0100000US,,United States,,2014,1483,Education - Other,79144,367631884,12851,22220569,1011434,84939,91995,389852453
0100000US,,United States,,2014,1500,Libraries                          ,532,1952018,245,210690,17904,633,777,2162708
0100000US,,United States,,2014,1560,State liquor stores,6048,20887169,5935,8301647,508742,9029,11983,29188816
0100000US,,United States,,2014,1580,All other and unallocable,166002,821344136,13817,25754052,1119407,172398,179819,847098188
0400000US01,01,Alabama,,2014,1000,Total - All Government Employment Functions,78120,343733577,30725,31728888,1832271,88715,108845,375462465
0400000US01,01,Alabama,,2014,1020,Financial Administration,2429,10640190,65,87120,5962,2463,2494,10727310
0400000US01,01,Alabama,,2014,1040,Other Government Administration,496,2516132,216,723300,23619,629,712,3239432
0400000US01,01,Alabama,,2014,1060,Judicial and Legal,3038,14222664,235,403690,27883,3195,3273,14626354
0400000US01,01,Alabama,,2014,1100,Police Protection Total,1367,5115714,0,0,0,1367,1367,5115714
0400000US01,01,Alabama,,2014,1101,Police Protection - Persons with Power of Arrest       ,689,3114570,0,0,0,689,689,3114570
0400000US01,01,Alabama,,2014,1102,Police Protection - Other ,678,2001144,0,0,0,678,678,2001144
0400000US01,01,Alabama,,2014,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1140,Corrections,4778,15867932,137,255708,11188,4841,4915,16123640
0400000US01,01,Alabama,,2014,1160,Highways,4190,14279100,61,45920,4734,4217,4251,14325020
0400000US01,01,Alabama,,2014,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1200,Water Transport and Terminals       ,584,2832054,1,1775,80,584,585,2833829
0400000US01,01,Alabama,,2014,1220,Public Welfare,3909,13585608,93,160246,7974,3954,4002,13745854
0400000US01,01,Alabama,,2014,1240,Health,4239,17417356,269,328624,18270,4342,4508,17745980
0400000US01,01,Alabama,,2014,1260,Hospitals,11080,46919768,1726,3572003,133786,11874,12806,50491771
0400000US01,01,Alabama,,2014,1280,Social Insurance Administration,903,3339512,79,103532,10216,961,982,3443044
0400000US01,01,Alabama,,2014,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1340,Parks and Recreation,367,1071930,279,286750,34098,560,646,1358680
0400000US01,01,Alabama,,2014,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1380,Natural Resources,1941,7203936,137,152426,10763,2002,2078,7356362
0400000US01,01,Alabama,,2014,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1460,Transit,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1480,Education Total ,36153,178736690,26704,24769572,1470851,44670,62857,203506262
0400000US01,01,Alabama,,2014,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1482,Education - Higher Education Total ,33281,167542191,26522,24545901,1461691,41747,59803,192088092
0400000US01,01,Alabama,,2014,14821,Education - Higher Education Instructional,9893,75359961,8837,11265721,462071,12561,18730,86625682
0400000US01,01,Alabama,,2014,14822,Education - Higher Education Other ,23388,92182230,17685,13280180,999620,29186,41073,105462410
0400000US01,01,Alabama,,2014,1483,Education - Other,2872,11194499,182,223671,9160,2923,3054,11418170
0400000US01,01,Alabama,,2014,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US01,01,Alabama,,2014,1560,State liquor stores,741,2000236,13,24438,1452,749,754,2024674
0400000US01,01,Alabama,,2014,1580,All other and unallocable,1905,7984755,710,813784,71395,2307,2615,8798539
0400000US02,02,Alaska,,2014,1000,Total - All Government Employment Functions,25068,141572839,4899,6135427,340246,27049,29967,147708266
0400000US02,02,Alaska,,2014,1020,Financial Administration,1101,6652670,29,45908,2152,1113,1130,6698578
0400000US02,02,Alaska,,2014,1040,Other Government Administration,737,4177438,41,58934,2458,752,778,4236372
0400000US02,02,Alaska,,2014,1060,Judicial and Legal,1486,9476004,41,93804,2774,1503,1527,9569808
0400000US02,02,Alaska,,2014,1100,Police Protection Total,677,4642166,42,63836,3104,696,719,4706002
0400000US02,02,Alaska,,2014,1101,Police Protection - Persons with Power of Arrest       ,310,2779906,0,0,0,310,310,2779906
0400000US02,02,Alaska,,2014,1102,Police Protection - Other ,367,1862260,42,63836,3104,386,409,1926096
0400000US02,02,Alaska,,2014,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1140,Corrections,2196,12589446,53,109052,6872,2238,2249,12698498
0400000US02,02,Alaska,,2014,1160,Highways,3157,18516548,63,103108,5104,3188,3220,18619656
0400000US02,02,Alaska,,2014,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1220,Public Welfare,1828,9081878,119,205946,17542,1934,1947,9287824
0400000US02,02,Alaska,,2014,1240,Health,728,4196612,18,39194,1276,736,746,4235806
0400000US02,02,Alaska,,2014,1260,Hospitals,226,1243194,34,84232,4734,255,260,1327426
0400000US02,02,Alaska,,2014,1280,Social Insurance Administration,323,1590378,2,6136,174,324,325,1596514
0400000US02,02,Alaska,,2014,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1340,Parks and Recreation,115,504742,1,2788,86,116,116,507530
0400000US02,02,Alaska,,2014,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1380,Natural Resources,2373,13525883,80,143638,5839,2409,2453,13669521
0400000US02,02,Alaska,,2014,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1460,Transit,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1480,Education Total ,7349,38640514,4324,5108075,284941,8992,11673,43748589
0400000US02,02,Alaska,,2014,1481,Education - Elementary and Secondary Total ,2634,11279748,1280,1381265,77226,3103,3914,12661013
0400000US02,02,Alaska,,2014,14811,Education - Elementary and Secondary Instructional             ,1965,8993063,616,711198,40163,2209,2581,9704261
0400000US02,02,Alaska,,2014,14812,Education - Elementary and Secondary Other ,669,2286685,664,670067,37063,894,1333,2956752
0400000US02,02,Alaska,,2014,1482,Education - Higher Education Total ,4453,25832822,3011,3688006,205581,5614,7464,29520828
0400000US02,02,Alaska,,2014,14821,Education - Higher Education Instructional,1238,10608173,1067,1528282,62711,1592,2305,12136455
0400000US02,02,Alaska,,2014,14822,Education - Higher Education Other ,3215,15224649,1944,2159724,142870,4022,5159,17384373
0400000US02,02,Alaska,,2014,1483,Education - Other,262,1527944,33,38804,2134,275,295,1566748
0400000US02,02,Alaska,,2014,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2014,1580,All other and unallocable,2772,16735366,52,70776,3190,2793,2824,16806142
0400000US04,04,Arizona,,2014,1000,Total - All Government Employment Functions,65828,309231726,30516,36471289,2272692,78671,96344,345703015
0400000US04,04,Arizona,,2014,1020,Financial Administration,2456,9511852,37,80239,3065,2473,2493,9592091
0400000US04,04,Arizona,,2014,1040,Other Government Administration,737,3021669,94,196193,6779,776,831,3217862
0400000US04,04,Arizona,,2014,1060,Judicial and Legal,2094,10007235,70,226211,6588,2131,2164,10233446
0400000US04,04,Arizona,,2014,1100,Police Protection Total,1903,9584794,60,123753,4419,1928,1963,9708547
0400000US04,04,Arizona,,2014,1101,Police Protection - Persons with Power of Arrest       ,1140,6260963,2,3612,159,1141,1142,6264575
0400000US04,04,Arizona,,2014,1102,Police Protection - Other ,763,3323831,58,120141,4260,787,821,3443972
0400000US04,04,Arizona,,2014,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1140,Corrections,9579,34690262,18,53496,1304,9586,9597,34743758
0400000US04,04,Arizona,,2014,1160,Highways,2973,12900486,34,63984,2276,2986,3007,12964470
0400000US04,04,Arizona,,2014,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1220,Public Welfare,5658,18897704,97,216796,10008,5715,5755,19114500
0400000US04,04,Arizona,,2014,1240,Health,2340,9930260,33,99853,3562,2361,2373,10030113
0400000US04,04,Arizona,,2014,1260,Hospitals,6344,29629156,1134,3690225,124392,7046,7478,33319381
0400000US04,04,Arizona,,2014,1280,Social Insurance Administration,1920,5671076,51,71621,4666,1946,1971,5742697
0400000US04,04,Arizona,,2014,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1340,Parks and Recreation,352,915824,4,1404,38,352,356,917228
0400000US04,04,Arizona,,2014,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1380,Natural Resources,1406,5986805,210,348662,21271,1526,1616,6335467
0400000US04,04,Arizona,,2014,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1420,Electric Power,6,48588,0,0,0,6,6,48588
0400000US04,04,Arizona,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1460,Transit,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1480,Education Total ,24903,144647124,28494,31050932,2072799,36613,53397,175698056
0400000US04,04,Arizona,,2014,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1482,Education - Higher Education Total ,22103,134339502,28206,30583209,2044216,33651,50309,164922711
0400000US04,04,Arizona,,2014,14821,Education - Higher Education Instructional,7163,55545321,10461,13731945,725651,11262,17624,69277266
0400000US04,04,Arizona,,2014,14822,Education - Higher Education Other ,14940,78794181,17745,16851264,1318565,22389,32685,95645445
0400000US04,04,Arizona,,2014,1483,Education - Other,2800,10307622,288,467723,28583,2962,3088,10775345
0400000US04,04,Arizona,,2014,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2014,1580,All other and unallocable,3157,13788891,180,247920,11525,3226,3337,14036811
0400000US05,05,Arkansas,,2014,1000,Total - All Government Employment Functions,57220,229653824,15899,15161005,875179,62170,73119,244814829
0400000US05,05,Arkansas,,2014,1020,Financial Administration,2281,8967935,14,25993,1714,2291,2295,8993928
0400000US05,05,Arkansas,,2014,1040,Other Government Administration,701,3182388,176,242657,13092,775,877,3425045
0400000US05,05,Arkansas,,2014,1060,Judicial and Legal,1312,5054398,143,447795,12799,1385,1455,5502193
0400000US05,05,Arkansas,,2014,1100,Police Protection Total,1233,4674509,14,22725,1449,1242,1247,4697234
0400000US05,05,Arkansas,,2014,1101,Police Protection - Persons with Power of Arrest       ,557,2483586,0,0,0,557,557,2483586
0400000US05,05,Arkansas,,2014,1102,Police Protection - Other ,676,2190923,14,22725,1449,685,690,2213648
0400000US05,05,Arkansas,,2014,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1140,Corrections,5552,17580647,10,18602,989,5557,5562,17599249
0400000US05,05,Arkansas,,2014,1160,Highways,3353,13313400,28,55201,3594,3373,3381,13368601
0400000US05,05,Arkansas,,2014,1180,Air Transportation,3,19601,0,0,0,3,3,19601
0400000US05,05,Arkansas,,2014,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1220,Public Welfare,4047,12714423,53,71233,4054,4070,4100,12785656
0400000US05,05,Arkansas,,2014,1240,Health,3672,14007506,147,334274,14501,3755,3819,14341780
0400000US05,05,Arkansas,,2014,1260,Hospitals,6418,23777825,527,984537,61048,6763,6945,24762362
0400000US05,05,Arkansas,,2014,1280,Social Insurance Administration,1179,4253255,7,36737,903,1184,1186,4289992
0400000US05,05,Arkansas,,2014,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1340,Parks and Recreation,966,2133238,0,0,0,966,966,2133238
0400000US05,05,Arkansas,,2014,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1380,Natural Resources,1827,6606053,367,276768,22224,1953,2194,6882821
0400000US05,05,Arkansas,,2014,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1460,Transit,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1480,Education Total ,22654,105660588,14374,12591240,735860,26814,37028,118251828
0400000US05,05,Arkansas,,2014,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1482,Education - Higher Education Total ,21289,100456611,14356,12555507,734177,25438,35645,113012118
0400000US05,05,Arkansas,,2014,14821,Education - Higher Education Instructional,6629,48607630,5529,6941304,326907,8475,12158,55548934
0400000US05,05,Arkansas,,2014,14822,Education - Higher Education Other ,14660,51848981,8827,5614203,407270,16963,23487,57463184
0400000US05,05,Arkansas,,2014,1483,Education - Other,1365,5203977,18,35733,1683,1376,1383,5239710
0400000US05,05,Arkansas,,2014,1500,Libraries                          ,49,160486,0,0,0,49,49,160486
0400000US05,05,Arkansas,,2014,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2014,1580,All other and unallocable,1973,7547572,39,53243,2952,1990,2012,7600815
0400000US06,06,California,,2014,1000,Total - All Government Employment Functions,333050,2227704726,166112,373775445,12711885,404879,499162,2601480171
0400000US06,06,California,,2014,1020,Financial Administration,25031,126448079,2767,5710505,328390,26886,27798,132158584
0400000US06,06,California,,2014,1040,Other Government Administration,3777,21500145,342,953048,32545,3975,4119,22453193
0400000US06,06,California,,2014,1060,Judicial and Legal,6167,41115236,553,1226718,32994,6355,6720,42341954
0400000US06,06,California,,2014,1100,Police Protection Total,11310,88874562,243,176349,6443,11347,11553,89050911
0400000US06,06,California,,2014,1101,Police Protection - Persons with Power of Arrest       ,7761,73727719,191,74565,1784,7771,7952,73802284
0400000US06,06,California,,2014,1102,Police Protection - Other ,3549,15146843,52,101784,4659,3576,3601,15248627
0400000US06,06,California,,2014,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1140,Corrections,52312,387740179,1804,6209725,192133,53397,54116,393949904
0400000US06,06,California,,2014,1160,Highways,18758,145549790,1098,4850425,163383,19680,19856,150400215
0400000US06,06,California,,2014,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1220,Public Welfare,3538,17372297,288,616404,20280,3653,3826,17988701
0400000US06,06,California,,2014,1240,Health,13417,84038701,2241,6749779,255248,14858,15658,90788480
0400000US06,06,California,,2014,1260,Hospitals,30437,229509385,17514,104993211,2120115,42416,47951,334502596
0400000US06,06,California,,2014,1280,Social Insurance Administration,13120,67752780,1265,3538140,136946,13894,14385,71290920
0400000US06,06,California,,2014,1300,Solid Waste Management,599,3473251,84,177816,8993,650,683,3651067
0400000US06,06,California,,2014,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1340,Parks and Recreation,2115,11100835,1996,3028587,206295,3280,4111,14129422
0400000US06,06,California,,2014,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1380,Natural Resources,13754,87617381,2699,4700950,330578,15619,16453,92318331
0400000US06,06,California,,2014,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1460,Transit,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1480,Education Total ,119313,797929806,131384,226307579,8746529,168730,250697,1024237385
0400000US06,06,California,,2014,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1482,Education - Higher Education Total ,115249,777081152,130935,225475476,8707459,164445,246184,1002556628
0400000US06,06,California,,2014,14821,Education - Higher Education Instructional,25161,229935751,33189,64829103,1939743,36121,58350,294764854
0400000US06,06,California,,2014,14822,Education - Higher Education Other ,90088,547145401,97746,160646373,6767716,128324,187834,707791774
0400000US06,06,California,,2014,1483,Education - Other,4064,20848654,449,832103,39070,4285,4513,21680757
0400000US06,06,California,,2014,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US06,06,California,,2014,1580,All other and unallocable,19402,117682299,1834,4536209,131013,20139,21236,122218508
0400000US08,08,Colorado,,2014,1000,Total - All Government Employment Functions,57780,310949390,46793,82486829,4097173,81631,104573,393436219
0400000US08,08,Colorado,,2014,1020,Financial Administration,1771,9071799,64,148227,7488,1812,1835,9220026
0400000US08,08,Colorado,,2014,1040,Other Government Administration,428,1934513,172,447174,25645,574,600,2381687
0400000US08,08,Colorado,,2014,1060,Judicial and Legal,4470,23518683,535,1587235,60160,4810,5005,25105918
0400000US08,08,Colorado,,2014,1100,Police Protection Total,1218,6715847,17,39125,1390,1226,1235,6754972
0400000US08,08,Colorado,,2014,1101,Police Protection - Persons with Power of Arrest       ,754,4572712,0,0,0,754,754,4572712
0400000US08,08,Colorado,,2014,1102,Police Protection - Other ,464,2143135,17,39125,1390,472,481,2182260
0400000US08,08,Colorado,,2014,1120,Fire Protection Total ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1121,Fire Protection - Firefighters,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1122,Fire Protection - Other ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1140,Corrections,7098,30148943,51,208548,7139,7139,7149,30357491
0400000US08,08,Colorado,,2014,1160,Highways,2949,14080013,181,488899,28358,3109,3130,14568912
0400000US08,08,Colorado,,2014,1180,Air Transportation,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1220,Public Welfare,2145,9604266,315,789132,45774,2404,2460,10393398
0400000US08,08,Colorado,,2014,1240,Health,1191,6814997,151,506330,17526,1290,1342,7321327
0400000US08,08,Colorado,,2014,1260,Hospitals,4856,20356247,1044,4726507,157615,5791,5900,25082754
0400000US08,08,Colorado,,2014,1280,Social Insurance Administration,976,4643918,218,583288,33833,1167,1194,5227206
0400000US08,08,Colorado,,2014,1300,Solid Waste Management,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1320,Sewerage,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1340,Parks and Recreation,879,4372686,232,328621,19062,987,1111,4701307
0400000US08,08,Colorado,,2014,1360,Housing and Community Development,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1380,Natural Resources,976,5271187,224,419893,21032,1094,1200,5691080
0400000US08,08,Colorado,,2014,1400,Water Supply,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1420,Electric Power,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1460,Transit,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1480,Education Total ,26494,161790468,43521,72030810,3662557,47846,70015,233821278
0400000US08,08,Colorado,,2014,1481,Education - Elementary and Secondary Total ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,14811,Education - Elementary and Secondary Instructional             ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,14812,Education - Elementary and Secondary Other ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1482,Education - Higher Education Total ,25372,156014567,42385,70442520,3571947,46213,67757,226457087
0400000US08,08,Colorado,,2014,14821,Education - Higher Education Instructional,9491,79422072,15536,39267972,1547491,18565,25027,118690044
0400000US08,08,Colorado,,2014,14822,Education - Higher Education Other ,15881,76592495,26849,31174548,2024456,27648,42730,107767043
0400000US08,08,Colorado,,2014,1483,Education - Other,1122,5775901,1136,1588290,90610,1633,2258,7364191
0400000US08,08,Colorado,,2014,1500,Libraries                          ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2014,1580,All other and unallocable,2329,12625823,68,183040,9594,2382,2397,12808863
0400000US09,09,Connecticut,,2014,1000,Total - All Government Employment Functions,53003,340330368,24387,41917537,1587129,62313,77390,382247905
0400000US09,09,Connecticut,,2014,1020,Financial Administration,1724,11060427,57,156711,4981,1752,1781,11217138
0400000US09,09,Connecticut,,2014,1040,Other Government Administration,1485,9419235,236,784050,25508,1629,1721,10203285
0400000US09,09,Connecticut,,2014,1060,Judicial and Legal,6087,36185018,333,921229,16434,6179,6420,37106247
0400000US09,09,Connecticut,,2014,1100,Police Protection Total,1913,13826882,241,169484,6211,1947,2154,13996366
0400000US09,09,Connecticut,,2014,1101,Police Protection - Persons with Power of Arrest       ,1258,9968192,3,4176,208,1259,1261,9972368
